Park & Tilford Medical Treatment Centre;SL062195;6049832442;;;N;English;333;Brooksbank;Avenue;North Vancouver;V7J 3S8;49.308678;-123.04047;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday.;Mon - Fri, 9 a.m. - 9 p.m. Sat, Sun, holidays, 9 a.m. - 6 p.m.
Pemberton Marine Medical Clinic;SL062193;6049860677;;;N;English;1224;Marine;;North Vancouver;V7P 1T2;49.323904;-123.108578;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat, Sun, holidays, 9 a.m. - 1 p.m.
Peninsula Medical Clinic;SL062203;6045314131;;;Y;English;15388;24;Avenue;Surrey;V4A 2J2;49.045582;-122.796387;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 8 a.m. - 6 p.m. Sat,Sun,statutory holidays, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Plateau Medical Clinic;SL062209;6044681500;;;Y;English;1410;Parkway;Boulevard;Coquitlam;V3E 3J7;49.297014;-122.803349;Provides non-emergency health care services on a walk-in basis.  Evening clinic hours offered Monday - Friday. Saturday hours also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri, 9 a.m. - 4 p.m. Sat, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Columbia Family Practice and Walk-In Medical Clinic;SL063608;6045227363;;;Y;English;301;East Columbia;Street;New Westminster;V3L 3W5;49.225627;-122.892883;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and statutory holiday hours are also available.;Mon - Fri, 9 a.m. - 7 p.m. Sat, Statutory Holidays, 10 a.m. - 4 p.m. Sun, closed. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Redwood Medical Clinic;SL062293;6048884472;http://redwoodmedicalclinic.com/;info@redwoodmedicalclinic.com;N;English;8948;202;Street;Langley;V1M 4A7;49.166667;-122.662253;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Tue, 9 a.m. - 5 p.m. Wed - Fri, 9 a.m. - 3 p.m. Occasionally open Sat. Please check the website for doctors' schedules or call the office.
Park Royal Medical Clinic;SL062271;6049227390;;;Y;English;560;Park Royal;;West Vancouver;V7T 2W4;49.327653;-123.137619;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 8:30 a.m. - 9 p.m. Sat - Sun, 9 a.m. - 9 p.m.  Hours may vary, please call to confirm.
Scott Road Medical Clinic;SL062311;6045949990;;;Y;English,Punjabi;8386;120;Street;Surrey;V3W 3N4;49.155697;-122.890373;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat - Sun, 9 a.m. - 3 p.m. Closed on Christmas Day, New Years Day Closing hours may vary due to physician schedule and patient flow, please call to confirm hours before attending the clinic.
Manchenda Medical Clinic;SL062313;6045989880;;;N;English;7550;King George;Boulevard;Surrey;V3W 2T2;49.139977;-122.845528;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.;Mon - Sat, 9 a.m. - 5 p.m. Sun, 10 a.m. - 2 p.m. Open regular hours on statutory holidays. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.
Semiahmoo Medical Clinic;SL062317;6045353388;;;Y;English,Hindi,German,Serbian;1767;152nd;Street;Surrey;V4A 4N3;49.033797;-122.8013;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday hours, and statutory holidays not on a Sunday also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri, Sat, statutory holidays, 9 a.m. - 3 p.m. Closed Sun. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.
Wellpoint Health Surrey;SL062399;6045947711;http://www.wellpointhealth.ca/;;N;English;7404;King George;Boulevard;Surrey;V3W 1N6;49.137337;-122.844733;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Wednesday and Thursday. Saturday and Sunday hours also available.;Mon, Tue, 9.30 a.m.ﾠ- 3 p.m. Wed, 9 a.m.ﾠ- 7 p.m. Thu, 9.30 a.m.ﾠ- 7 p.m. Fri, 9 a.m.ﾠ- 5p.m. Sat, 10 a.m.- 1 p.m. Sun, 10 a.m.ﾠ- 4 p.m. Hours are subject to change depending on doctor availability. Please call ahead to confirm.
Station Square Medical Clinic;SL062397;6044388288;;;N;English,Mandarin,Cantonese;6200;McKay;Avenue;Burnaby;V5H 4L7;49.227868;-123.004463;Provides non-emergency health care services on a walk-in basis.  Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat, 10 a.m. - 5 p.m. Sun, 9 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Surlang Medical Clinic;SL062413;6045335051;;;Y;English;19475;Fraser;Highway;Surrey;V3S 6K7;49.115268;-122.682887;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday hours also available.;Mon - Fri, 10 a.m. - 4:30 p.m. Sat, 9 a.m - 1 p.m. Sun, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability. Patients on weekends should arrive half an hour before walk-in closing hours.
Town Square Medical Clinic;SL062415;6045439719;;;Y;English,Punjabi;8585;160;Street;Surrey;V4N 1G4;49.158715;-122.778903;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Sun, 9 a.m. - 7 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Valley Centre Medical Clinic Ltd.;SL062417;6045349284;;;Y;English;19851;Willowbrook;Drive;Langley;V2Y 1A7;49.11821;-122.673359;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri - Sat, 9 a.m. - 2 p.m. Sun and Statutory Holidays, 10 a.m. - 6 p.m. Hours subject to change depending on doctor availability. Please call ahead to confirm.
Welcome Medical Clinic Inc.;SL062419;6045261303;;;Y;;7885;6th;Street;Burnaby;V3N 3N4;49.219204;-122.927954;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available.;Mon - Sun, 8 a.m. - 8 p.m. Hours subject to doctors' availability, please call for more information.
Nazko First Nation;SL062459;2502490275;;reception@nazkoband.ca;N;English;;RR# 5;;Quesnel (Nazko Village);V2J 3H9;52.941811;-123.580914;Provides non-emergency health care services on a walk-in basis. Services include vaccinations, including influenza, pre/post natal care, general health examinations, and referrals.;Tue - Thu, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Hartley Bay Band Council;SL062743;2508412556;;;N;English;718;Wah Modm;Boulevard;Hartley Bay;V0V 1A0;53.423977;-129.253507;Provides non-emergency health care services on a walk-in basis to the community of Hartley Bay. Services include maternal / infant care, reproductive health, preventative care, and general exams, depending on what nurses are available.;Mon - Fri, 8:30 a.m. - noon 1 p.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Iskut First Nation;SL062961;2502343511;;;N;English;;37;Highway;Iskut;V0J 1K0;57.833333;-129.983333;Provides non-emergency health care services on a walk-in basis. Services include vaccinations, pre/postnatal care, birth control, pregnancy testing and general exams.;Doctor is available on Wed 3:30 p.m. - 4:30 p.m. On-site nurse available Mon - Fri, 9:30 a.m.- noon 1 p.m.- 4 p.m. for vaccinations, pre/postnatal care, birth control, pregnancy tests, and general exams.
Tsay Keh Dene Indian Band;SL063047;2509932181;;;N;English;10;Main;Street;Tsay Keh Dene;V0J 2C0;56.906111;-124.965;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Taku River Tlingit First Nation;SL063183;2506517935;;;Y;English;25;Taku;Drive;Atlin;V0W 1A0;59.571484;-133.689945;Provides general health information, immunization clinics, and referrals to health clinics for Taku River Tlingit First Nation members.;Mon - Fri, 8:30 a.m. - 5 p.m.
Doig River First Nation;SL063211;2508273776;;kstpierre@doigriverfn.com;N;English;4356;Doig;Road;Rose Prairie;V0C 2H0;56.493183;-120.794635;Provides non-emergency health care services on a walk-in basis.;Mon - Thu, 9 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Gabriola Medical Clinic;SL066664;2502479922;http://www.ghcs.ca;;Y;English;695;Church;Street;Gabriola;V0R 1X3;49.175842;-123.835308;Offers comprehensive primary health care, urgent care, and emergency services to individuals and families on Gabriola Island. Includes a family practice.;Mon - Fri, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume.
Broadway Station Medical Clinic Inc.;SL063652;6048725377;;;Y;English;2516;Commercial;Drive;Vancouver;V5N 4C2;49.26194;-123.069626;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 7 p.m. Sat, Sun and Holidays, 10 a.m. - 5 p.m.
Lynn Valley Medical Clinic;SL063653;6049885389;;;Y;English;1200;Lynn Valley;Road;North Vancouver;V7J 2A2;49.336367;-123.039;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 8 a.m. - 7 p.m. Sat, Sun, Holidays, 9 a.m. - 6 p.m.
Caulfield Village Medical Clinic;SL063654;6049221544;;;Y;English;5137;Headland;Drive;West Vancouver;V7W 3C5;49.347323;-123.253557;Provides family practice and walk-in clinic services. Non-emergency health care, no appointment necessary for walk-in services. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 8 a.m. - 6 p.m. Sat, 9 a.m. - 5 p.m. Sun, 10 a.m. - 4 p.m.
Cambie Plaza Medical Clinic;SL063658;6042709833;;;N;English;11700;Cambie;Road;Richmond;V6X 1L5;49.184268;-123.09342;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Wed, 8 a.m. - 7 p.m. Thu, Fri, 9 a.m. - 7 p.m. Sat, 9 a.m. - 4 p.m. Sun, 10 a.m. - 4 p.m.
Chaldecott Medical Clinic;SL063659;6047399881;;;Y;English;4186;Dunbar;Street;Vancouver;V6S 2E7;49.249189;-123.185184;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Saturday clinic hours offered.;Mon - Fri, 8:30 a.m. - 4 p.m. Sat, 1 p.m. - 3 p.m. Limited walk-in appointment availability.
Ocean Walk Medical Centre;SL063660;6049251884;;;N;English;1884;Marine;Drive;West Vancouver;V7J 1J6;49.328678;-123.163856;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.;Hours vary, please call to confirm times.
Ultima Medical Services Inc.;SL004038;6046838138;http://www.ultimamedicentre.ca;;Y;English,French;1055;Dunsmuir;Street;Vancouver;V7X 1L4;49.285914;-123.12012;Provides a full-service general medicine practice and walk-in clinic services. Non-emergency health care, no appointment necessary for walk-in services.;Mon - Fri, 8 a.m. - 5 p.m.
Ultima Medical Services Inc.;SL063664;6042076900;http://www.ultimamedical.com;;Y;English;3211;Grant McConachie;Way;Richmond;V7B 1Y7;49.194605;-123.176251;Provides walk-in and family practice services to airport employees, the general public and to travellers both international and domestic. Saturday clinic hours offered.;Mon - Fri, 8 a.m. - 5 p.m. Sat, 9 a.m. - 2 p.m.
Mission Oaks Medical Centre;SL064595;6048267996;http://missionoaksmedical.ca/;;N;English;32136;Lougheed;Highway;Mission;V2V 1A4;49.13291;-122.335643;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday clinic hours also available. Includes a family practice.;Mon - Fri, 8 a.m. - 8 p.m. Sat, Sun, 9 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Peach City Medical and Urgent Care Clinic;SL065338;2502765050;http://peachcitymedical.com;;Y;English;2111;Main;Street;Penticton;V2A 6W6;49.501136;-119.593304;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat, statutory holidays, 9 a.m. - 1 p.m. Closed Sundays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
United Church Health Services Society;SL076896;2509572356;;;Y;English;88;Waglisla;Street;Bella Bella;V0T 1Z0;52.160187;-128.143874;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 10:20 a.m. - 4:20 p.m. closed noon - 1 p.m.
United Church Health Services Society;SL076894;2508425234;;;Y;English;2510;62;Highway;Hazelton;V0J 1Y0;55.259655;-127.651295;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon, Tue, Thu, Fri, 9 a.m. - 5 p.m. Wed, 1 p.m. - 5 p.m. closed daily noon - 1 p.m.
United Church Health Services Society;SL076897;2507995342;;;Y;English;1025;Elcho;Street;Bella Coola;V0T 1C0;52.372895;-126.762576;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 10:15 a.m. - 4:30 p.m. closed noon - 1 p.m.
Tenth Street Medicentre;SL065397;6045263308;;;N;;75;Tenth;Street;New Westminster;V3M 3X4;49.201215;-122.916095;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Thu, 9 a.m. - 6 p.m., Fri, 9 a.m. - 3 p.m., Sat, 9 a.m. - 3 p.m., Sun, 9 a.m. -3 p.m. Hours are subject to change based on doctor availability and MSP volume limits.
Cross Roads Clinics Vancouver;SL065452;6045687229;http://www.crossroadsclinics.com;;Y;English,Korean,German,Mandarin,Cantonese,French;507;Broadway;;Vancouver;V5Z 1E6;49.263314;-123.115352;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Saturday. Sunday and statutory holiday hours also available.;Mon - Sat, 8 a.m. - 9 p.m. Sun and Statutory Holidays, 10 a.m. - 5 p.m. please note that the last appointment is scheduled at half an hour before closing time.
Mount Seymour Medical Clinic;SL065616;6049047712;;;N;English;333;Seymour;Boulevard;North Vancouver;V7J 2J4;49.311582;-123.024409;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 9 p.m., Sat, 9 a.m. - 5 p.m., Sun and holidays 10 a.m. - 4 p.m.
Stevenson Open Access Clinic;SL067150;6048588722;;;N;English;6640;Vedder;Road;Chilliwack;V2R 0J2;49.124465;-121.959141;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 7 a.m. - 7 p.m. Sat, Sun, statutory holidays, 8 a.m. - 4 p.m. No appointments necessary. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.
Abbotsford Village Medical Clinic;SL067156;6045047145;;;Y;English;2050;Sumas;Way;Abbotsford;V2S 2C7;49.038729;-122.269714;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, Sun, and statutory holidays, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Ellwood Medical Clinic;SL067157;6047464700;;;N;;31205;MacLure;Road;Abbotsford;V2T 5E5;49.054179;-122.359411;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday clinic hours also available.;Mon - Thu, 10 a.m. - 6 p.m. Fri, Sat, Sun, 10 a.m. - 3 p.m. Walk-in clinic hours vary, please call for schedule.
Mission Hills Medical Clinic;SL067158;6048267751;;missionhillsmedical@gmail.com;N;English;32471;Lougheed;Highway;Mission;V2V 0C8;49.133002;-122.32574;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.;Mon - Thu, 8:30 a.m. - 9 p.m. Fri, 8:30 a.m. - 6 p.m. Sat, Sun and statutory holidays, 9 a.m. - 5 p.m. Women's clinic: Tue, Thu, 8:30 a.m. - 12:30 p.m. by appointment. Walk-in hours may be subject to change.
Prime Care Medical;SL068070;6045193767;;;Y;English;7315;Edmonds;Street;Burnaby;V3N 1A7;49.218824;-122.950948;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Hours of operation vary, please call for more information.
Capri Medical Center;SL068254;2507173211;;;Y;English;1835;Gordon;Drive;Kelowna;V1Y 3H4;49.881531;-119.484683;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 10 a.m. - 2 p.m. Closed Sun, statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Kerrisdale Medical Clinic;SL063662;6042619494;http://kerrisdalemedical.com;;Y;English;2077;42nd;Avenue;Vancouver;V6M 2B4;49.233569;-123.154106;Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Thursday. Saturday, Sunday and statutory holidays may also be available.;Mon - Thu, 8 a.m. - 8 p.m. Fri, 8 a.m. - 6 p.m. Sat, Sun, Statutory Holidays, 9 a.m. - 3 p.m. Hours are subject to change. Please call to confirm.
University of Northern British Columbia Wellness Centre;SL071409;2509606370;http://www.unbc.ca/wellness_centre/index.html;wellness@unbc.ca;N;English;3333;University;Way;Prince George;V2N 4Z9;53.889353;-122.808631;Provides non-emergency health care services on a walk-in basis to UNBC students.;Mon - Fri, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Coast Medical;SL076491;6049055130;http://coastmedical.ca;manager@coastmedical.ca;Y;English,Japanese;4350;Lorimer;Road;Whistler;V0N 1B4;50.12038;-122.956058;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday.  Saturday, Sunday and late-night hours also available.;Mon - Fri, 10 a.m. - 6 p.m. Sat, Sun, 10 a.m. - 4 p.m.
Coast Medical;SL071412;6045693632;http://coastmedical.ca;manager@coastmedical.ca;N;English,Japanese;1018;Seymour;Street;Vancouver;V6B 3M6;49.278383;-123.122335;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday.  Saturday, Sunday and late-night hours also available.;Mon - Thu, 9 a.m. - 9.p.m. Fri, 9 a.m. - 8 p.m. Sat, Sun, 10 a.m. - 4 p.m.
Central Saanich Medical Clinic;SL072541;2506522041;;;Y;English;1932;Mount Newton Cross;Road;Saanichton;V8M 2B1;48.594581;-123.419181;Provides non-emergency health care services on a walk-in basis. Saturday and statutory holiday hours also available.;Mon - Wed, Fri, 8:30 a.m. - 5 p.m. Thu, 8:30 a.m. - 6 p.m. Sat, statutory holidays, 10 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Call ahead to confirm availability.
Sunwood Medical Clinic;SL072542;6044640345;;;N;English;3000;Lougheed;Highway;Coquitlam;V3B 1C5;49.274338;-122.793127;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat, 9 a.m. - noon Sun, 9 a.m. - 5 p.m. Closed on some holidays, call the office to confirm. Please note that hours are subject to physician availability and patient volume.
Rosedale Medical Associates;SL072543;2504044242;;;Y;English;13009;Rosedale;Avenue;Summerland;V0H 1Z0;49.601216;-119.677714;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening walk-in clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 5 p.m. - 7:30 p.m. Sat, 9 a.m. - 1 p.m. Sun and Statutory Holidays, 10 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume.
Discovery Medical Walk-In Clinic;SL072548;2508504505;;;N;English;1477;Island;Highway;Campbell River;V9W 8E5;50.032952;-125.260091;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 10 a.m. - 8 p.m. Sat and Sun, 10 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Brickyard Medical Clinic;SL072549;6045767701;;;N;;17475;56th;Avenue;Surrey;V3S 2X6;49.10411;-122.738371;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.  Closed for Christmas Day.;Mon - Fri, 8 a.m. - 7 p.m. Sat, 10 a.m. - 4 p.m. Sun, 10 a.m. - 2 p.m. Closed Christmas Day. Closing time depends on patient flow and physician availability, please call to confirm.
Riverside Heights Medical Clinic;SL072547;6045822592;;;N;English;14815;108th;Avenue;Surrey;V3R 1W2;49.198744;-122.811968;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat, Sun, statutory holidays, 10 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Bulkley Valley Outpatient Clinic;SL072550;2508472616;;;Y;English;1260;Main;Street;Smithers;V0J 2N0;54.780767;-127.169413;Provides non-emergency health care services on a walk-in basis.;Mon - Wed, Fri, 9 a.m. - 11:30 a.m., 12:30 p.m. - 3 p.m. Thu, 9 a.m. - 11:30 a.m., 12:30 p.m. - 2:45 p.m. Hours are subject to change. Please call to confirm.
CarePlace Medical Centre;SL072560;6045813550;;;N;English,Tagalog,Hindi,Farsi,Afghani;9014;152;Street;Surrey;V3R 4E7;49.166461;-122.801215;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.;Mon - Tue, Thu, 6 a.m. - 9 p.m. Wed, 8 a.m. - 9 p.m. Fri, 6 a.m. - 8 p.m. Sat 6 a.m. - 6 p.m. Sun, 9 a.m. - 5 p.m. Please call to confirm clinic hours as it may change according to physicians' availability.
CarePlace Medical Centre;SL072561;6045905811;;;Y;;7154;120;Street;Surrey;V3W 3M8;49.133387;-122.890314;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, Sun and Statutory Holidays, 9 a.m. - 6 p.m. Please call to confirm clinic hours as it may change according to physicians' availability.
Cascade Medical Clinic;SL072567;2502954482;;;Y;English;98;Ridgewood;Drive;Princeton;V0X 1W0;49.453001;-120.52934;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Dr. Kazem Khazamipour Medical Services Inc.;SL072568;6042311924;http://www.drkwalkinmedical.ca;contact@drkwalkinmedical.ca;Y;English,French,German,Farsi,Spanish,Filipino,Arabic,Mandarin,Cantonese,Japanese;8120;Cook;Road;Richmond;V6Y 1T9;49.166534;-123.13489;Provides non-emergency health care services on a walk-in basis. Monday - Sunday hours available.;Mon - Sat, 10 a.m. - 6 p.m.
Medical Clinic;SL072569;2503954010;;;Y;English;575B;Alder;Avenue;100 Mile House;V0K 2E0;51.638639;-121.297963;Provides non-emergency health care on a walk-in basis, no appointment necessary. Will fit walk-ins around scheduled appointments. Includes a family medical practice.;Mon - Fri, 9 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients prior to the listed closing time.
Princeton Medical Centre;SL072581;2502950091;;;Y;English;77;Billiter;Avenue;Princeton;V0X 1W0;49.456013;-120.517596;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available for walk-ins.;Wed, 2 p.m. - 6 p.m., Sat, 9:30 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Beach Avenue Medical Clinic;SL072592;2507673432;http://www.beachavenuemedical.com/;;Y;English;5848;Beach;Avenue;Peachland;V0H 1X7;49.772639;-119.737277;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat, 10 a.m. - 2 p.m. Closed Sun and statutory holidays Please note that the last patient registered is 15 minutes prior to closing time.  (last patient registered at 4:45 p.m.)
Beverly Medical Clinic;SL072593;2505973390;;;Y;English;2763;Beverly;Street;Duncan;V9L 6X2;48.785172;-123.708109;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 6 p.m. Sat, Sun, statutory holidays, 10 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Doc-Side Medical;SL072595;6046331234;;;N;;125;Main;Street;Vancouver;V6A 2S5;49.283827;-123.099576;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.;Mon, Wed, noon - 5:30 p.m. Tue, Thu, 9 a.m. - 5:30 p.m. Fri, 9 a.m. - 3 p.m.
Community First Medical Clinic;SL072596;2503525259;;;N;English,French;518;Lake;Street;Nelson;V1L 4C6;49.493749;-117.295034;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Sunday hours also available.;Mon - Thu, 9 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Dr. David Warnock Office;SL072597;2503830215;;;Y;English;314A;Cook;Street;Victoria;V8D 3X6;48.414889;-123.356393;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon, Tue, Thu, 9 a.m. - 4 p.m., closed between noon - 1 p.m. Wed, 1 p.m. - 4 p.m. Friday 9 a.m. - noon No evening hours available. Please note that hours are subject to physician availability and patient volume. Call ahead to confirm.
Quatsino Health Centre;SL072598;2509497161;;clinic@quatsinofn.ca;Y;English;303;Quattishe;Road;Coal Harbour;V0N 1K0;50.614018;-127.573156;Provides non-emergency health care services on a walk-in basis.;Tue, 1:15 p.m. - 3:15 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Uptown Medical Clinic;SL072603;2505908375;http://uptownmedicalclinic.ca;;N;English;3460;Saanich;Road;Victoria;V8X 1W7;48.454041;-123.374313;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 9 p.m. Fri, 9 a.m. - 6 p.m. Sat, Sun, statutory holidays, 9 a.m. - 6 p.m. Please note that hours are subject to physician availability and patient volume. Call ahead to confirm availability.
Valleyview Treatment Centre / Walk-in Clinic;SL072605;2507439395;;;Y;English;1400;Cowichan Bay;Road;Cobble Hill;V0R 1L0;48.710695;-123.607747;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Please call for hours walk-in clinic is offered as they vary from day to day.
